,angle,method_name,MAE,RMSE,SNR,PEARSON,Acccuracy,dataset_name
0,15.0,CHROM,1.40625,3.3352147197088375,-2.8870773430133405,0.962443859059529,85.0,KISMED
1,20.0,CHROM,1.58203125,3.094948276463498,-0.7985417960891873,0.9578457510558811,80.0,KISMED
2,25.0,CHROM,1.40625,2.834387489636209,0.19211530859172693,0.9650078537153872,80.0,KISMED
3,30.0,CHROM,0.3515625,0.7861176483397698,2.0232124315225737,0.9974801109372058,100.0,KISMED
4,35.0,CHROM,1.142578125,2.3253673632403626,2.178145117051351,0.97737188879236,90.0,KISMED
5,40.0,CHROM,1.40625,2.607257280619569,2.998836995408332,0.9714157922520832,85.0,KISMED
6,45.0,CHROM,1.0546875,2.2234764798058917,3.53957564122618,0.9813301034507013,95.0,KISMED
7,50.0,CHROM,1.23046875,2.6658546482993732,3.9800739651002837,0.9741603861519222,90.0,KISMED
8,60.0,CHROM,1.142578125,2.63671875,4.391083602353037,0.9699257115738203,90.0,KISMED
9,70.0,CHROM,0.791015625,2.1166865470533334,4.34075274693584,0.9822054044212123,95.0,KISMED
10,90.0,CHROM,0.791015625,2.1166865470533334,4.231337101644393,0.9822054044212123,95.0,KISMED
11,15.0,GREEN,19.248046875,23.488348162219676,-10.905583373053199,0.3396108958516993,10.0,KISMED
12,20.0,GREEN,17.75390625,21.020380212482927,-11.355738326843952,0.24890364663464531,0.0,KISMED
13,25.0,GREEN,22.32421875,26.402320343698015,-12.126573954259696,-0.2589760400463419,5.0,KISMED
14,30.0,GREEN,21.796875,25.756602209395687,-11.506672799784837,0.2825849001281655,10.0,KISMED
15,35.0,GREEN,21.884765625,26.574381246747045,-11.297688943058663,-0.08411163024160519,10.0,KISMED
16,40.0,GREEN,21.4453125,27.123906970525155,-10.419036796738608,0.07326558949823946,10.0,KISMED
17,45.0,GREEN,20.830078125,26.00433929619142,-10.34079574409827,0.15194891576273656,10.0,KISMED
18,50.0,GREEN,25.13671875,29.581430579947448,-10.229851247809716,-0.07681373472287897,10.0,KISMED
19,60.0,GREEN,22.939453125,28.23738532176041,-9.273296991530149,-0.2062419982241227,15.0,KISMED
20,70.0,GREEN,22.32421875,27.71552506430004,-8.878800523446648,-0.13553445549746404,20.0,KISMED
21,90.0,GREEN,21.26953125,26.1494919444925,-8.910182824647551,0.17114323719905164,15.0,KISMED
22,15.0,ICA,11.42578125,17.006324937817254,-6.350593102031252,0.516522470203527,50.0,KISMED
23,20.0,ICA,11.6015625,18.123379338912194,-4.894319272582778,0.35507312953188275,55.0,KISMED
24,25.0,ICA,10.986328125,17.15556559213752,-3.3571804203644744,0.4642445429035414,55.0,KISMED
25,30.0,ICA,1.845703125,3.7081095310070484,0.7260498163809926,0.9429113337513912,80.0,KISMED
26,35.0,ICA,5.44921875,13.306071703904692,-0.13161401930911537,0.5169994425004153,80.0,KISMED
27,40.0,ICA,7.470703125,15.932221379976678,-0.04606840007398376,0.37741122582281317,75.0,KISMED
28,45.0,ICA,8.525390625,15.980632981617594,0.4130020446793458,0.348918970656342,65.0,KISMED
29,50.0,ICA,7.646484375,14.253464127152508,0.569508955945847,0.48282898608935143,65.0,KISMED
30,60.0,ICA,5.537109375,12.095742704652263,2.288231040431212,0.573631296086456,70.0,KISMED
31,70.0,ICA,4.833984375,10.627136015759888,2.0592370695416715,0.6364879694067388,75.0,KISMED
32,90.0,ICA,4.04296875,10.443832577938792,3.6507357649963836,0.7383164870194178,80.0,KISMED
33,15.0,LGI,8.96484375,16.129785581654712,-3.9080362620398006,0.48529567156100123,45.0,KISMED
